8.110294664	-5.977284892	1
0.596395386	-1.312899075	1
3.32706286	-1.383358994	2
6.370293098	-4.908091129	1
9.125802676	-6.649656928	1
1.677491193	-1.953310711	1
-5.716026307	-7.907283216	3
1.872949561	-0.9962877517	2
2.993652442	-4.706413061	3
8.715634377	-6.375794051	1
-9.844531664	2.146613309	2
-2.844951182	0.8153036059	1
6.47399094	-4.967101437	1
10.45687751	-7.446656044	1
3.894039383	-3.309735137	1
5.250101926	-3.716356556	3
-3.4972258	1.263760703	1
6.507255385	-3.321552682	3
8.44325796	-6.189640146	1
-8.184121303	1.699555488	2
7.228951595	-2.444810439	2
-2.585574472	-6.910811115	3
4.314502446	-1.64708282	2
12.36926012	-1.150560334	3
-5.731096313	1.05521241	2
11.60551549	-8.180125745	1
-4.358874231	-7.520335763	3
8.373100106	-6.151014896	1
7.605030893	-5.640593731	1
-1.345178948	-0.02921634263	1
-9.447080678	2.036986993	2
3.87333748	-4.311935795	3
7.460701123	-2.490785254	2
7.557356823	-2.988351356	3
-4.421134342	1.879260471	1
-4.91473729	0.8240596489	2
-0.2927449012	-0.7612609652	1
-5.759045857	-8.110540246	3
11.92372016	-8.394290723	1
1.919020209	-2.079030406	1
7.169406667	-2.415455831	2
6.39375718	-4.913537424	1
5.289666096	-4.250239587	1
3.882596464	-3.335501169	1
1.912411173	-2.074317578	1
1.657695702	-0.9461935783	2
-9.339879931	2.009635916	2
2.380418167	-2.351107743	1
5.040497786	-4.093821069	1
5.313134341	-4.225201039	1
11.83457566	-1.281197057	3
-0.05927085635	-0.4712836454	2
-1.656669415	-6.494608836	3
3.768310247	-4.427404192	3
2.080084282	-2.253371424	1
5.792440101	-4.531390628	1
-5.162392278	0.903084219	2
11.79772016	-1.338905922	3
2.892612116	-2.742702499	1
6.960035501	-5.265626037	1
4.426717492	2.928631609	4
-3.730431521	0.5025594321	2
3.740729765	-3.231690977	1
-0.9063214463	-0.3561068908	1
-2.992653786	-6.79062022	3
2.122675441	-2.214427064	1
10.72358919	-7.580779494	1
8.732810777	-2.555619543	3
-0.5761230449	-0.5283645297	1
-4.685289408	2.005623351	1
-3.141755232	0.9965393026	1
3.552168384	-4.525764975	3
-0.7546970746	-0.2836913415	2
2.169418767	-1.077474831	2
-5.992638678	1.104452467	2
-0.2880898976	-0.6981807642	1
-3.556323368	-7.13887057	3
10.13322215	-7.251563872	1
-1.495264584	-0.08693882456	2
1.702203248	-2.004058896	1
-9.888870601	2.167399703	2
4.356847702	-3.703228742	1
-4.884625888	2.145997736	1
-2.646650669	0.7724212201	1
4.025000016	-3.437165682	1
0.8847951273	-0.7262138383	2
9.867310138	-7.120453133	1
11.36536045	-8.020266904	1
-2.770383216	0.8285123175	1
-0.9433905974	-0.3177372502	1
-0.3817908744	-0.7184607407	1
2.132484881	-2.268488207	1
-1.218969755	-0.1334109819	1
-0.7366171343	-0.4608848488	1
-3.054836319	0.3243305314	2
5.404693216	-1.931575344	2
8.922492799	-6.545531403	1
8.442575078	-6.219788181	1
11.9542371	-8.368420704	1
1.583366371	-5.30583585	3
-10.5078877	2.316235169	2
8.733558393	-6.367136416	1
0.6529331139	-0.665325665	2
8.338299032	-2.51711306	3
10.90513863	-7.739146998	1
4.84634861	-1.767484354	2
-1.290839241	-0.09675258635	1
5.773601119	-4.514894681	1
-2.938446821	0.9426037028	1
6.767706001	-5.125473758	1
6.689852972	-3.337523238	3
-5.73116346	-8.049780946	3
4.640289506	-4.239464253	3
-0.1399216354	-0.8371147899	1
9.815204975	-7.067811913	1
0.7599645178	-5.447135271	3
-5.359547898	0.9278282524	2
