6.618498544	-5.961416668	1
-6.187261899	1.198724999	2
-5.71181487	13.20949048	3
-1.774116168	7.822781559	1
-5.485519865	12.28529376	3
5.509166147	-1.023285918	4
1.195721821	2.896527298	1
-2.937675114	2.621811529	3
3.17356888	0.4115332841	4
1.216464706	2.878290527	1
-3.00914765	2.710238531	3
-2.099261479	-0.5882544676	3
1.936996613	1.694126045	1
7.923279915	-8.175508809	1
-2.632934044	1.454873059	3
0.9782543306	3.223279926	1
-1.911659169	-1.395194085	3
6.507625867	-5.874461345	1
6.236232961	-5.365566911	1
2.443659616	-0.1790216343	2
1.962244451	1.650044464	1
4.609168959	-2.710681549	1
7.36993254	-7.269033743	1
3.536397822	0.1538893962	4
-2.904006226	2.481334772	3
4.861964306	-3.129360241	1
-1.813261249	-1.621829078	3
2.036665846	1.12667695	4
-2.348696177	8.713474292	1
-2.222279394	8.515444479	1
0.7406986266	1.829551412	4
6.286661469	-5.519815189	1
4.341703001	-2.249175279	1
-4.427763176	4.858177358	4
-3.324520536	3.992599223	3
-1.902467228	8.025297981	1
-7.823482178	6.935742832	4
-1.187761146	-4.111705002	3
-4.554188192	8.884408781	3
4.92607463	-3.211442858	1
1.552760813	2.317365745	1
-1.973180558	3.454339558	4
5.200356975	-3.673180931	1
-5.651792039	5.662864498	4
3.40396602	-0.7822141169	1
4.733141593	-2.930844847	1
-6.454573857	-1.258238593	5
-1.619326685	7.552591766	1
-4.990855	10.51791061	3
-8.400966504	7.248479156	4
6.422093372	-1.524850358	4
11.998164	-1.723229231	2
0.1951918281	4.593222233	1
-1.699229949	7.650628729	1
3.432712626	-0.8141129499	1
-4.035153341	6.702964994	3
-2.279642463	-0.0237392295	3
-7.115613844	6.50218081	4
9.027798004	-1.247577083	2
1.410028366	2.487353287	1
-1.385445971	-3.451443831	3
-0.01402629459	2.358966223	4
-4.933060159	10.32121057	3
4.897816668	-3.208545145	1
7.171911085	-1.959516572	4
-3.871042775	6.266622354	3
-5.378415132	12.03566808	3
2.658441645	0.4715464831	1
-2.074988458	3.485502869	4
1.66843642	-0.08817969046	2
-1.157741907	5.761100984	6
-3.787910094	5.771828226	3
-4.031184342	6.821442204	3
1.031483416	1.732445533	5
-0.8606373727	2.730874706	4
0.1221839237	4.702778493	1
-2.807395685	1.943626161	3
-3.589985786	4.953292108	3
-1.193299119	6.829199014	1
-1.20654417	6.894378406	1
5.408215901	-4.037314436	1
10.70777954	-1.513377231	2
4.933432598	-3.276185796	1
3.22558228	-0.4589981583	1
4.072977119	-1.875095735	1
-3.034945046	2.931673299	3
-7.576373491	6.770586451	4
0.4114309125	4.238280322	1
-2.819995502	2.111411463	3
-4.558590792	4.991665971	4
2.689915862	0.4507874371	1
-3.002590972	2.798629421	3
4.900552692	-0.6126883254	2
-1.695847624	-2.115296758	3
-4.635938367	9.15524029	3
5.863470322	-1.177170268	4
2.377763208	0.9614645858	1
4.978302202	-3.334743769	1
-3.052485508	2.989176958	3
-2.607303336	1.363849649	3
-0.7813560639	6.160247832	1
1.803582795	1.905356569	1
-5.519396935	12.53466033	3
-4.737868482	9.369289934	3
0.0130687079	2.259304435	4
-2.932684772	2.526062907	3
3.142282285	-0.2961872159	1
4.620330035	-2.775135707	1
-2.098157809	8.300728739	1
-2.237858165	0.02620114676	3
6.878371118	-1.759607102	4
-7.151291108	6.512049472	4
9.973984797	-1.394271804	2
-10.80200709	-2.976840101	5
-2.549883412	1.003325237	3
-3.742272576	5.661480306	3
6.00128424	-1.204650315	4
-0.9569846316	0.3429328108	2
2.735246984	0.6704681212	4
-0.7050792189	2.679215473	4
-3.433082961	4.428894838	3
-0.2346125939	5.25775599	1
-7.677462717	6.818172733	4
3.418718108	-0.7808502251	1
-2.793343361	2.028307344	3
-3.034724305	3.013020905	3
1.944202618	1.116098008	4
-1.961930372	-1.345920111	3
-2.642516163	3.83413545	4
-1.25812719	6.924252886	1
6.554975474	-5.890719945	1
-1.740844707	-1.979137906	3
8.186719099	-1.105826528	2
5.971301401	-4.950209016	1
7.706913634	-1.064260158	2
-4.086721766	7.005265789	3
2.284868777	2.195457267	5
2.64591938	0.5363895241	1
-4.582383675	8.843848043	3
7.394915211	-7.267075609	1
-5.471466542	12.31195653	3
-5.622764566	12.87185336	3
-5.954069664	14.15123044	3
-0.3299137241	5.434718456	1
1.265401467	2.838046723	1
-4.215489477	7.606241162	3
-1.05156599	-4.706509133	3
-0.2471807281	5.227590615	1
4.734640609	-2.889329846	1
-4.530030154	4.933221464	4
-4.339256562	0.8915881876	2
5.779538254	-4.646418928	1
6.726112205	-1.695679995	4
-5.942848058	14.18201327	3
-3.69307059	5.432587924	3
-1.437625002	7.26934673	1
-1.19506175	-4.054226388	3
-4.624399338	5.067754491	4
4.38186001	-2.349965226	1
5.15612716	-3.595197424	1
-5.858240554	13.69867415	3
-5.543428313	12.5936483	3
5.830720768	-4.737382622	1
-2.374002252	8.818749591	1
4.7096546	-2.853110127	1
-0.6806534482	5.959952475	1
-3.143920591	3.401734603	3
-4.566136337	8.67185174	3
-0.03847796215	4.972994295	1
-3.161617861	3.403815801	3
1.182018532	2.908705756	1
-2.790212739	2.060959361	3
-4.913598281	10.11443082	3
3.918342972	-1.555085495	1
0.900640338	3.441142371	1
-6.655939913	6.226982246	4
3.023473257	-0.1817067243	1
-3.112741095	3.348987122	3
-2.676043929	1.582086202	3
-2.497824871	3.740805288	4
-1.846011897	-1.53676073	3
-2.771937983	1.885845769	3
-3.019937741	3.032424971	3
-4.446784881	8.371608281	3
1.933796061	1.703528062	1
1.657980642	2.185120829	1
-5.40803988	11.86761474	3
1.101089591	1.645529535	4
5.233052724	-3.781486163	1
-3.658829845	-7.825866416	6
0.1754972526	4.588127125	1
-2.609704833	1.404398421	3
-1.352519604	3.070052195	4
1.930488589	-0.1179585777	2
-4.970943812	10.36494369	3
-5.027591895	10.50212978	3
-4.669156439	9.130342313	3
-1.641750532	7.591358664	1
4.794047605	-2.99760052	1
-1.880926315	0.4730084856	2
